whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
D6W196	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	55715	0	0	4 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not in IMEx
I2HB52	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	66	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	7328	0	0	1 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not in IMEx
I2HB70	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12411	0	0	1 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not in IMEx
O13297	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61850	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13329	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65318	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13511	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	128	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12919	0	0	1 out of 5	Evidence at transcript level	SwissProt_not_IMEX	0	0	0	not in IMEx
O13512	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	126	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13273	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13513	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12969	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13514	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13704	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13515	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13264	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13516	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22443	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
O13517	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11657	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13518	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15114	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13519	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12929	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13520	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19682	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13521	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13375	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
O13522	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18197	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
O13523	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20862	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13525	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38627	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
O13527	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	1196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	136732	0	0	5 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13529	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17435	0	0	2 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not in IMEx
O13530	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14218	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13531	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13020	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13532	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12637	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13533	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	98	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11536	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13534	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18038	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
O13535	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	1793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	202817	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-H Gag-Pol polyprotein; IsoId=O13535-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YHR214C-C ORF.; Name=Transposon Ty1-H Gag polyprotein; IsoId=P0C2I4-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
O13536	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11902	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13537	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13740	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13539	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30299	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13540	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14742	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13541	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12951	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13542	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13303	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13543	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13120	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13544	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14090	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13545	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14166	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13546	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12234	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13547	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23268	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13548	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13360	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13549	1	1	uniprotkb	559292	1	1	0	0	0	1	0	0	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12919	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13550	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13718	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13553	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16673	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13554	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12162	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13555	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14545	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13556	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23494	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13557	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	183	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20581	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13558	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12013	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13559	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	1382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	156367	0	0	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13560	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10678	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13561	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13710	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13562	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14689	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13563	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17902	0	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=1; IsoId=O13563-1; Sequence=Displayed; Name=2; IsoId=O13563-2; Sequence=VSP_058121; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13564	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13132	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13565	1	1	uniprotkb	559292	1	1	0	0	0	1	0	0	reviewed	187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20283	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13566	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15773	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13567	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11585	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13568	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14931	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13569	1	1	uniprotkb	559292	0	1	0	0	0	1	0	0	reviewed	170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18443	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13570	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20919	0	0	1 out of 5	Uncertain	SwissProt_not_IMEX	0	0	0	not in IMEx
O13571	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12230	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13572	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	173	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19322	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13573	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12402	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13574	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13562	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13575	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13194	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13576	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15101	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13577	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	133	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15165	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13578	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12346	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13579	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14155	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13582	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13893	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13583	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14206	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13584	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12069	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13585	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	102579	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O13586	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11948	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13587	1	1	uniprotkb	559292	0	1	0	0	0	1	0	0	reviewed	100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11805	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O13588	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11336	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O14455	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11135	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
O14464	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	93	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10698	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
O14467	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16404	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
O14468	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	76	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	8617	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O42831	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17003	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
O43137	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	85	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	9405	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O60200	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	86	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	9712	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
O74302	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49009	0	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-DR4 Gag polyprotein; IsoId=O74302-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-DR4 Gag-Pol polyprotein; IsoId=Q07793-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YDR261C-C ORF.; 	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
O74700	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	87	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10202	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
O75012	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	95	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10691	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
O94084	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27835	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
O94085	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	183	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20018	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O94086	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18497	0	0	1 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O94143	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11666	0	0	2 out of 5	Uncertain	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
O94742	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	89	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10386	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P00044	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12182	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P00045	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12532	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	0	not two-hybrid, and not AP-MS
P00127	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	147	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17257	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P00128	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14565	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P00163	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	385	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43656	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P00175	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	591	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65539	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
