whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P02338	1	1	0	0	0	0	0	0	0	1	reviewed	29	Escherichia coli (strain K12)	83333	3447	0		1 out of 5	Predicted	Protamine-like protein	SwissProt_not_IMEX	0	0	0	not in IMEx
P02358	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	135	Escherichia coli (strain K12)	83333	15703	0		5 out of 5	Evidence at protein level	30S ribosomal protein S6 [Cleaved into: 30S ribosomal protein S6, fully modified isoform; 30S ribosomal protein S6, non-modified isoform]	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P02359	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	179	Escherichia coli (strain K12)	83333	20019	0		5 out of 5	Evidence at protein level	30S ribosomal protein S7	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P02413	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	144	Escherichia coli (strain K12)	83333	14980	0		3 out of 5	Evidence at protein level	50S ribosomal protein L15	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P02916	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	514	Escherichia coli (strain K12)	83333	57013	0		5 out of 5	Evidence at protein level	Maltose transport system permease protein MalF	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P02918	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	850	Escherichia coli (strain K12)	83333	93636	0		5 out of 5	Evidence at protein level	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.2.-) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.-.-) (DD-transpeptidase)]	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P02919	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	844	Escherichia coli (strain K12)	83333	94293	0	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=Alpha; Synonyms=Long; IsoId=P02919-1; Sequence=Displayed; Name=Gamma; Synonyms=Short; IsoId=P02919-2; Sequence=VSP_018737; 	5 out of 5	Evidence at protein level	Penicillin-binding protein 1B (PBP-1b) (PBP1b) (Murein polymerase) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase) (Peptidoglycan glycosyltransferase); Penicillin-sensitive transpeptidase (EC 3.4.-.-) (DD-transpeptidase)]	SwissProt_and_IMEX	0	1	0	not two-hybrid, and not AP-MS
P02920	1	1	0	0	0	0	0	0	0	0	reviewed	417	Escherichia coli (strain K12)	83333	46503	0		5 out of 5	Evidence at protein level	Lactose permease (Lactose-proton symport)	SwissProt_not_IMEX	0	0	0	not in IMEx
P02921	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	473	Escherichia coli (strain K12)	83333	52636	0		5 out of 5	Evidence at protein level	Melibiose carrier protein (Melibiose permease) (Melibiose transporter) (Na+ (Li+)/melibiose symporter) (Thiomethylgalactoside permease II)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P02924	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	329	Escherichia coli (strain K12)	83333	35541	0		4 out of 5	Evidence at protein level	L-arabinose-binding periplasmic protein (ABP)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P02925	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	296	Escherichia coli (strain K12)	83333	30950	0		4 out of 5	Evidence at protein level	Ribose import binding protein RbsB	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P02929	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	239	Escherichia coli (strain K12)	83333	26094	0		5 out of 5	Evidence at protein level	Protein TonB	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P02930	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	493	Escherichia coli (strain K12)	83333	53741	0		5 out of 5	Evidence at protein level	Outer membrane protein TolC (Multidrug efflux pump subunit TolC) (Outer membrane factor TolC)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P02931	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	362	Escherichia coli (strain K12)	83333	39333	0		5 out of 5	Evidence at protein level	Outer membrane protein F (Outer membrane protein 1A) (Outer membrane protein B) (Outer membrane protein IA) (Porin OmpF)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P02932	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	351	Escherichia coli (strain K12)	83333	38922	0		3 out of 5	Evidence at protein level	Outer membrane pore protein E	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P02942	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	551	Escherichia coli (strain K12)	83333	59443	0		5 out of 5	Evidence at protein level	Methyl-accepting chemotaxis protein I (MCP-I) (Serine chemoreceptor protein)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P02943	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	446	Escherichia coli (strain K12)	83333	49912	0		5 out of 5	Evidence at protein level	Maltoporin (Lambda receptor protein) (Maltose-inducible porin)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P03004	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	467	Escherichia coli (strain K12)	83333	52551	0		5 out of 5	Evidence at protein level	Chromosomal replication initiator protein DnaA	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P03007	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	243	Escherichia coli (strain K12)	83333	27099	0		5 out of 5	Evidence at protein level	DNA polymerase III subunit epsilon (EC 2.7.7.7)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P03012	1	0	0	0	0	0	0	0	0	0	reviewed	183	Escherichia coli (strain K12)	83333	20362	0		3 out of 5	Evidence at protein level	Transposon gamma-delta resolvase (Transposon Tn1000 resolvase)	SwissProt_not_IMEX	0	0	0	not in IMEx
P03014	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	184	Escherichia coli (strain K12)	83333	20573	0		4 out of 5	Inferred from homology	Serine recombinase PinE (EC 3.1.22.-) (EC 6.5.1.-) (DNA-invertase PinE) (DNA-invertase from lambdoid prophage e14) (Site-specific recombinase PinE)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P03018	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	720	Escherichia coli (strain K12)	83333	81990	0		5 out of 5	Evidence at protein level	DNA helicase II (EC 3.6.4.12)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P03023	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	360	Escherichia coli (strain K12)	83333	38590	0		4 out of 5	Evidence at protein level	Lactose operon repressor	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P03024	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	343	Escherichia coli (strain K12)	83333	37094	0		4 out of 5	Evidence at protein level	HTH-type transcriptional regulator GalR (Galactose operon repressor)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P03030	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	311	Escherichia coli (strain K12)	83333	34365	0		3 out of 5	Inferred from homology	Transcriptional activator protein LysR	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P03061	1	1	0	0	0	0	0	0	0	1	reviewed	32	Escherichia coli (strain K12)	83333	3206	0		2 out of 5	Predicted	IlvBN operon leader peptide (IlvBN operon attenuator peptide)	SwissProt_not_IMEX	0	0	0	not in IMEx
P03813	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	230	Escherichia coli (strain K12)	83333	25248	0		2 out of 5	Inferred from homology	Uncharacterized protein YgeA	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P03817	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	147	Escherichia coli (strain K12)	83333	15808	0		4 out of 5	Evidence at protein level	Protein MioC	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P03819	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	620	Escherichia coli (strain K12)	83333	67796	0		5 out of 5	Evidence at protein level	Glutathione-regulated potassium-efflux system protein KefC (K(+)/H(+) antiporter)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P03825	1	1	0	0	0	0	0	0	0	1	reviewed	139	Escherichia coli (strain K12)	83333	15876	0		3 out of 5	Evidence at transcript level	Putative general secretion pathway protein B (Protein PinO) (Protein PioO)	SwissProt_not_IMEX	0	0	0	not in IMEx
P03835	1	1	0	0	0	0	0	0	0	1	reviewed	442	Escherichia coli (strain K12)	83333	50386	0		2 out of 5	Inferred from homology	Transposase InsG for insertion sequence element IS4	SwissProt_not_IMEX	0	0	0	not in IMEx
P03841	1	1	0	0	0	0	0	0	0	1	reviewed	306	Escherichia coli (strain K12)	83333	31943	0		2 out of 5	Inferred from homology	Maltose operon periplasmic protein	SwissProt_not_IMEX	0	0	0	not in IMEx
P03856	1	0	0	0	0	0	0	0	0	0	reviewed	251	Escherichia coli (strain K12)	83333	29359	0		3 out of 5	Evidence at protein level	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	SwissProt_not_IMEX	0	0	0	not in IMEx
P03959	1	1	0	0	0	0	0	0	0	0	reviewed	557	Escherichia coli (strain K12)	83333	59189	0		5 out of 5	Evidence at protein level	Potassium-transporting ATPase potassium-binding subunit (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium-binding and translocating subunit A) (Potassium-translocating ATPase A chain)	SwissProt_not_IMEX	0	0	0	not in IMEx
P03960	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	682	Escherichia coli (strain K12)	83333	72199	0		5 out of 5	Evidence at protein level	Potassium-transporting ATPase ATP-binding subunit (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P03961	1	1	uniprotkb	83333	0	1	0	0	1	0	reviewed	190	Escherichia coli (strain K12)	83333	20267	0		4 out of 5	Evidence at protein level	Potassium-transporting ATPase KdpC subunit (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P04036	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	273	Escherichia coli (strain K12)	83333	28757	0		5 out of 5	Evidence at protein level	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P04079	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	525	Escherichia coli (strain K12)	83333	58679	0		5 out of 5	Evidence at protein level	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (GMPS) (Glutamine amidotransferase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P04128	1	1	0	0	0	0	0	0	0	0	reviewed	182	Escherichia coli (strain K12)	83333	18111	0		3 out of 5	Evidence at protein level	Type-1 fimbrial protein, A chain (Type-1A pilin)	SwissProt_not_IMEX	0	0	0	not in IMEx
P04152	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	422	Escherichia coli (strain K12)	83333	47680	0		3 out of 5	Evidence at protein level	Protein UmuC	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P04335	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	414	Escherichia coli (strain K12)	83333	47009	0		3 out of 5	Inferred from homology	Esterase FrsA (EC 3.1.-.-)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P04391	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	334	Escherichia coli (strain K12)	83333	36907	0		5 out of 5	Evidence at protein level	Ornithine carbamoyltransferase chain I (EC 2.1.3.3) (OTCase-1)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P04395	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	282	Escherichia coli (strain K12)	83333	31393	0		5 out of 5	Evidence at protein level	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21) (3-methyladenine-DNA glycosylase II, inducible) (TAG II) (DNA-3-methyladenine glycosidase II) (DNA-3-methyladenine glycosylase II)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P04425	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	316	Escherichia coli (strain K12)	83333	35561	0		5 out of 5	Evidence at protein level	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P04693	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	397	Escherichia coli (strain K12)	83333	43538	0		5 out of 5	Evidence at protein level	Aromatic-amino-acid aminotransferase (ARAT) (AROAT) (EC 2.6.1.57) (Beta-methylphenylalanine transaminase) (EC 2.6.1.107)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P04737	1	0	uniprotkb	83333	1	0	0	0	1	0	reviewed	121	Escherichia coli (strain K12)	83333	12768	0		5 out of 5	Evidence at protein level	Pilin (F-pilin)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P04805	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	471	Escherichia coli (strain K12)	83333	53816	0		5 out of 5	Evidence at protein level	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P04816	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	369	Escherichia coli (strain K12)	83333	39379	0		3 out of 5	Evidence at protein level	Leucine-specific-binding protein (L-BP) (LS-BP)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P04825	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	870	Escherichia coli (strain K12)	83333	98919	0		5 out of 5	Evidence at protein level	Aminopeptidase N (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P04846	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	272	Escherichia coli (strain K12)	83333	29424	0		2 out of 5	Evidence at protein level	Lipoprotein 28	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P04949	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	498	Escherichia coli (strain K12)	83333	51295	0		4 out of 5	Evidence at protein level	Flagellin	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P04951	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	248	Escherichia coli (strain K12)	83333	27614	0		4 out of 5	Evidence at protein level	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P04968	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	514	Escherichia coli (strain K12)	83333	56195	0		5 out of 5	Evidence at protein level	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P04982	1	1	0	0	0	0	0	0	0	0	reviewed	139	Escherichia coli (strain K12)	83333	15292	0		5 out of 5	Evidence at protein level	D-ribose pyranase (EC 5.4.99.62)	SwissProt_not_IMEX	0	0	0	not in IMEx
P04983	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	501	Escherichia coli (strain K12)	83333	55042	0		4 out of 5	Evidence at protein level	Ribose import ATP-binding protein RbsA (EC 3.6.3.17)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P04993	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	608	Escherichia coli (strain K12)	83333	66902	0		5 out of 5	Evidence at protein level	RecBCD enzyme subunit RecD (EC 3.1.11.5) (Exodeoxyribonuclease V 67 kDa polypeptide) (Exodeoxyribonuclease V alpha chain) (Exonuclease V subunit RecD) (ExoV subunit RecD) (Helicase/nuclease RecBCD subunit RecD)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P04994	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	456	Escherichia coli (strain K12)	83333	51832	0		3 out of 5	Evidence at protein level	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P04995	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	475	Escherichia coli (strain K12)	83333	54501	0		5 out of 5	Evidence at protein level	Exodeoxyribonuclease I (ExoI) (Exonuclease I) (EC 3.1.11.1) (DNA deoxyribophosphodiesterase) (dRPase)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P05020	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	348	Escherichia coli (strain K12)	83333	38827	0		5 out of 5	Evidence at protein level	Dihydroorotase (DHOase) (EC 3.5.2.3)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05041	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	453	Escherichia coli (strain K12)	83333	50970	0		5 out of 5	Evidence at protein level	Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05042	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	467	Escherichia coli (strain K12)	83333	50489	0		5 out of 5	Evidence at protein level	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Iron-independent fumarase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05050	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	216	Escherichia coli (strain K12)	83333	24076	0		5 out of 5	Evidence at protein level	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P05052	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	249	Escherichia coli (strain K12)	83333	28763	0		3 out of 5	Evidence at protein level	HTH-type transcriptional regulator AppY (M5 polypeptide)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05055	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	711	Escherichia coli (strain K12)	83333	77101	0		5 out of 5	Evidence at protein level	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P05100	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	187	Escherichia coli (strain K12)	83333	21100	0		3 out of 5	Evidence at protein level	DNA-3-methyladenine glycosylase 1 (EC 3.2.2.20) (3-methyladenine-DNA glycosylase I, constitutive) (TAG I) (DNA-3-methyladenine glycosidase I) (DNA-3-methyladenine glycosylase I)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P05194	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	252	Escherichia coli (strain K12)	83333	27467	0		5 out of 5	Evidence at protein level	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05458	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	962	Escherichia coli (strain K12)	83333	107708	0		5 out of 5	Evidence at protein level	Protease 3 (EC 3.4.24.55) (Pitrilysin) (Protease III) (Protease pi)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05459	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	378	Escherichia coli (strain K12)	83333	41368	0		4 out of 5	Evidence at transcript level	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05523	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	269	Escherichia coli (strain K12)	83333	30290	0		5 out of 5	Evidence at protein level	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05637	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	280	Escherichia coli (strain K12)	83333	31297	0		4 out of 5	Evidence at protein level	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05704	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	546	Escherichia coli (strain K12)	83333	58899	0		4 out of 5	Evidence at protein level	Methyl-accepting chemotaxis protein III (MCP-III) (Ribose and galactose chemoreceptor protein)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05706	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	123	Escherichia coli (strain K12)	83333	13304	0		4 out of 5	Evidence at protein level	PTS system glucitol/sorbitol-specific EIIA component (EC 2.7.1.198) (EIIA-Gut) (EIII-Gut) (Glucitol/sorbitol-specific phosphotransferase enzyme IIA component)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05707	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	259	Escherichia coli (strain K12)	83333	27858	0		3 out of 5	Evidence at protein level	Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140) (Glucitol-6-phosphate dehydrogenase) (Ketosephosphate reductase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05719	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	464	Escherichia coli (strain K12)	83333	51395	0		3 out of 5	Evidence at protein level	Type-1 restriction enzyme EcoKI specificity protein (S.EcoKI) (Type I restriction enzyme EcoKI specificity protein) (S protein)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05791	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	616	Escherichia coli (strain K12)	83333	65532	0		5 out of 5	Evidence at protein level	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05793	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	491	Escherichia coli (strain K12)	83333	54069	0		5 out of 5	Evidence at protein level	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 2) (Ketol-acid reductoisomerase type II)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05804	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	603	Escherichia coli (strain K12)	83333	68447	0		4 out of 5	Evidence at protein level	Beta-glucuronidase (GUS) (EC 3.2.1.31) (Beta-D-glucuronoside glucuronosohydrolase)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05824	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	553	Escherichia coli (strain K12)	83333	61396	0		4 out of 5	Evidence at protein level	DNA repair protein RecN (Recombination protein N)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P05825	1	1	uniprotkb	83333	0	0	0	1	1	0	reviewed	746	Escherichia coli (strain K12)	83333	82107	0		5 out of 5	Evidence at protein level	Ferrienterobactin receptor (Enterobactin outer-membrane receptor)	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P05827	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	297	Escherichia coli (strain K12)	83333	33204	0		3 out of 5	Inferred from homology	HTH-type transcriptional regulator IlvY	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05847	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	303	Escherichia coli (strain K12)	83333	32734	0		3 out of 5	Evidence at protein level	L(+)-tartrate dehydratase subunit alpha (L-TTD alpha) (EC 4.2.1.32)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P05852	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	337	Escherichia coli (strain K12)	83333	36008	0		5 out of 5	Evidence at protein level	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
