whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
P04968	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	514	Escherichia coli (strain K12)	83333	56195	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P04982	1	1	0	0	0	0	0	0	0	0	reviewed	139	Escherichia coli (strain K12)	83333	15292	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
P04983	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	501	Escherichia coli (strain K12)	83333	55042	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P04993	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	608	Escherichia coli (strain K12)	83333	66902	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P04994	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	456	Escherichia coli (strain K12)	83333	51832	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P04995	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	475	Escherichia coli (strain K12)	83333	54501	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05020	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	348	Escherichia coli (strain K12)	83333	38827	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05041	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	453	Escherichia coli (strain K12)	83333	50970	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05042	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	467	Escherichia coli (strain K12)	83333	50489	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05050	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	216	Escherichia coli (strain K12)	83333	24076	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05052	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	249	Escherichia coli (strain K12)	83333	28763	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05055	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	711	Escherichia coli (strain K12)	83333	77101	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05100	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	187	Escherichia coli (strain K12)	83333	21100	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05194	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	252	Escherichia coli (strain K12)	83333	27467	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05458	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	962	Escherichia coli (strain K12)	83333	107708	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05459	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	378	Escherichia coli (strain K12)	83333	41368	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_and_IMEX
P05523	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	269	Escherichia coli (strain K12)	83333	30290	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05637	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	280	Escherichia coli (strain K12)	83333	31297	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05704	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	546	Escherichia coli (strain K12)	83333	58899	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05706	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	123	Escherichia coli (strain K12)	83333	13304	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05707	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	259	Escherichia coli (strain K12)	83333	27858	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05719	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	464	Escherichia coli (strain K12)	83333	51395	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05791	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	616	Escherichia coli (strain K12)	83333	65532	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05793	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	491	Escherichia coli (strain K12)	83333	54069	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05804	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	603	Escherichia coli (strain K12)	83333	68447	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05824	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	553	Escherichia coli (strain K12)	83333	61396	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05825	1	1	uniprotkb	83333	0	0	0	1	1	0	reviewed	746	Escherichia coli (strain K12)	83333	82107	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05827	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	297	Escherichia coli (strain K12)	83333	33204	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P05847	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	303	Escherichia coli (strain K12)	83333	32734	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P05852	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	337	Escherichia coli (strain K12)	83333	36008	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06129	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	614	Escherichia coli (strain K12)	83333	68407	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06134	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	354	Escherichia coli (strain K12)	83333	39324	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06136	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	276	Escherichia coli (strain K12)	83333	31434	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06149	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	571	Escherichia coli (strain K12)	83333	64612	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06282	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	251	Escherichia coli (strain K12)	83333	28451	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P06609	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	326	Escherichia coli (strain K12)	83333	34949	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06610	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	183	Escherichia coli (strain K12)	83333	20470	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06611	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	249	Escherichia coli (strain K12)	83333	27081	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06612	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	865	Escherichia coli (strain K12)	83333	97350	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06615	1	0	0	0	0	0	0	0	0	1	reviewed	268	Escherichia coli (strain K12)	83333	29627	NA	NA	3 out of 5	Inferred from homology	SwissProt_not_IMEX
P06616	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	301	Escherichia coli (strain K12)	83333	33810	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06626	1	0	uniprotkb	83333	0	0	0	1	1	0	reviewed	229	Escherichia coli (strain K12)	83333	27062	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06627	1	0	0	0	0	0	0	0	0	0	reviewed	131	Escherichia coli (strain K12)	83333	15183	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P06709	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	321	Escherichia coli (strain K12)	83333	35312	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06710	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	643	Escherichia coli (strain K12)	83333	71138	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The production of the two protein products from this region is due to programmed ribosomal frameshifting. Frameshifting is about 40% efficient. {ECO:0000269|PubMed:2181440, ECO:0000269|PubMed:2186364, ECO:0000269|PubMed:2187190}; Name=tau; IsoId=P06710-1; Sequence=Displayed; Note=Produced by full-length translation of the dnaX gene.; Name=gamma; IsoId=P06710-2; Sequence=VSP_042848, VSP_042849; Note=Formed by programmed ribosomal frameshifting to a premature stop codon in the -1 frame at codon 430, the last residue is thus Glu and not Ser.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06715	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	450	Escherichia coli (strain K12)	83333	48773	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06720	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	451	Escherichia coli (strain K12)	83333	50657	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06721	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	395	Escherichia coli (strain K12)	83333	43212	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06722	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	229	Escherichia coli (strain K12)	83333	25527	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06846	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	327	Escherichia coli (strain K12)	83333	36210	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P06864	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	1030	Escherichia coli (strain K12)	83333	117879	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06959	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	630	Escherichia coli (strain K12)	83333	66096	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06960	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	334	Escherichia coli (strain K12)	83333	36827	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06961	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	412	Escherichia coli (strain K12)	83333	46467	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06965	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	76	Escherichia coli (strain K12)	83333	8578	NA	NA	2 out of 5	Predicted	SwissProt_and_IMEX
P06966	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	135	Escherichia coli (strain K12)	83333	15656	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P06968	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	151	Escherichia coli (strain K12)	83333	16155	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06971	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	747	Escherichia coli (strain K12)	83333	82182	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06972	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	660	Escherichia coli (strain K12)	83333	70423	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06974	1	1	uniprotkb	83333	1	1	1	0	1	0	reviewed	334	Escherichia coli (strain K12)	83333	37849	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06983	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	313	Escherichia coli (strain K12)	83333	33852	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06986	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	356	Escherichia coli (strain K12)	83333	39360	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06987	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	355	Escherichia coli (strain K12)	83333	40278	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06988	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	434	Escherichia coli (strain K12)	83333	46110	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06989	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	203	Escherichia coli (strain K12)	83333	22756	NA	NA	4 out of 5	Inferred from homology	SwissProt_and_IMEX
P06992	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	273	Escherichia coli (strain K12)	83333	30420	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06993	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	901	Escherichia coli (strain K12)	83333	103118	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06996	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	367	Escherichia coli (strain K12)	83333	40368	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P06999	1	1	uniprotkb	83333	0	1	0	0	1	0	reviewed	309	Escherichia coli (strain K12)	83333	32456	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07000	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	340	Escherichia coli (strain K12)	83333	38978	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07001	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	510	Escherichia coli (strain K12)	83333	54623	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07003	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	572	Escherichia coli (strain K12)	83333	62011	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07004	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	417	Escherichia coli (strain K12)	83333	44630	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07010	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	83	Escherichia coli (strain K12)	83333	9235	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P07012	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	365	Escherichia coli (strain K12)	83333	41251	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07013	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	104	Escherichia coli (strain K12)	83333	11442	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07014	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	238	Escherichia coli (strain K12)	83333	26770	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07017	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	553	Escherichia coli (strain K12)	83333	59944	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07018	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	533	Escherichia coli (strain K12)	83333	57512	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07021	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	160	Escherichia coli (strain K12)	83333	17245	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P07023	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	373	Escherichia coli (strain K12)	83333	42043	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07024	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	550	Escherichia coli (strain K12)	83333	60824	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07026	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	240	Escherichia coli (strain K12)	83333	28117	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07102	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	432	Escherichia coli (strain K12)	83333	47057	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07109	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	257	Escherichia coli (strain K12)	83333	28653	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07117	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	502	Escherichia coli (strain K12)	83333	54344	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07118	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	951	Escherichia coli (strain K12)	83333	108192	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07330	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	349	Escherichia coli (strain K12)	83333	37468	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07363	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	654	Escherichia coli (strain K12)	83333	71382	NA	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=cheA(L); Synonyms=long, large; IsoId=P07363-1; Sequence=Displayed; Name=cheA(S); Synonyms=short; IsoId=P07363-2; Sequence=VSP_018886; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07364	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	286	Escherichia coli (strain K12)	83333	32849	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P07395	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	795	Escherichia coli (strain K12)	83333	87378	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07464	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	203	Escherichia coli (strain K12)	83333	22799	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07604	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	513	Escherichia coli (strain K12)	83333	57656	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07623	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	309	Escherichia coli (strain K12)	83333	35727	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07639	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	362	Escherichia coli (strain K12)	83333	38881	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07648	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	1122	Escherichia coli (strain K12)	83333	128848	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07649	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	270	Escherichia coli (strain K12)	83333	30400	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07650	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	440	Escherichia coli (strain K12)	83333	47207	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07654	1	1	0	0	0	0	0	0	0	0	reviewed	296	Escherichia coli (strain K12)	83333	32322	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P07658	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	715	Escherichia coli (strain K12)	83333	79374	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07762	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	728	Escherichia coli (strain K12)	83333	84337	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07813	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	860	Escherichia coli (strain K12)	83333	97234	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07821	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	265	Escherichia coli (strain K12)	83333	28886	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07822	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	296	Escherichia coli (strain K12)	83333	32998	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07862	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	306	Escherichia coli (strain K12)	83333	32840	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P07913	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	341	Escherichia coli (strain K12)	83333	37239	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08142	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	562	Escherichia coli (strain K12)	83333	60441	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08178	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	345	Escherichia coli (strain K12)	83333	36854	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08179	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	212	Escherichia coli (strain K12)	83333	23238	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08189	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	176	Escherichia coli (strain K12)	83333	18715	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08190	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	167	Escherichia coli (strain K12)	83333	17317	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08191	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	300	Escherichia coli (strain K12)	83333	31473	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08192	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	422	Escherichia coli (strain K12)	83333	45406	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08194	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	452	Escherichia coli (strain K12)	83333	50310	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08200	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	416	Escherichia coli (strain K12)	83333	45757	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08201	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	847	Escherichia coli (strain K12)	83333	93121	NA	NA	5 out of 5	Inferred from homology	SwissProt_and_IMEX
P08202	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	500	Escherichia coli (strain K12)	83333	56074	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08203	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	231	Escherichia coli (strain K12)	83333	25519	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08204	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	566	Escherichia coli (strain K12)	83333	61089	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08244	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	245	Escherichia coli (strain K12)	83333	26350	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08245	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	108	Escherichia coli (strain K12)	83333	11396	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08312	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	327	Escherichia coli (strain K12)	83333	36832	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08321	1	0	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	10379	NA	NA	2 out of 5	Predicted	SwissProt_not_IMEX
P08322	1	0	0	0	0	0	0	0	0	1	reviewed	188	Escherichia coli (strain K12)	83333	21224	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P08331	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	647	Escherichia coli (strain K12)	83333	70832	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08337	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	129	Escherichia coli (strain K12)	83333	14927	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08339	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	89	Escherichia coli (strain K12)	83333	10585	NA	NA	2 out of 5	Predicted	SwissProt_and_IMEX
P08365	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	83	Escherichia coli (strain K12)	83333	9272	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08368	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	229	Escherichia coli (strain K12)	83333	26125	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08369	1	1	0	0	0	0	0	0	0	0	reviewed	450	Escherichia coli (strain K12)	83333	49830	NA	NA	2 out of 5	Evidence at protein level	SwissProt_not_IMEX
P08370	1	1	0	0	0	0	0	0	0	1	reviewed	135	Escherichia coli (strain K12)	83333	14973	NA	NA	1 out of 5	Inferred from homology	SwissProt_not_IMEX
P08371	1	1	0	0	0	0	0	0	0	1	reviewed	187	Escherichia coli (strain K12)	83333	20520	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P08372	1	1	0	0	0	0	0	0	0	1	reviewed	107	Escherichia coli (strain K12)	83333	12004	NA	NA	2 out of 5	Inferred from homology	SwissProt_not_IMEX
P08373	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	342	Escherichia coli (strain K12)	83333	37851	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08390	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	337	Escherichia coli (strain K12)	83333	36364	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08394	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	1180	Escherichia coli (strain K12)	83333	133959	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P08395	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	618	Escherichia coli (strain K12)	83333	67219	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
